chunk_id,title,source,page_content
523,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Phillips 2004, p. 102.
↑ ""'Godfather' Goodies"". Los Angeles Times. October 11, 2001. Archived from the original on December 9, 2023. Retrieved December 9, 2023.
↑ Rawlings, Nate (March 14, 2012). ""The Horse Head"". Time. Archived from the original on November 24, 2023. Retrieved December 9, 2023 – via entertainment.time.com.
↑ Lebo 2005, p. 174.
↑ Lebo 2005, p. 176.
1 2 Cowie 1997, p. 50.
↑ Lebo 1997, p. 172.
1 2 Lebo 1997, p. 26."
524,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Lebo 1997, p. 172.
1 2 Lebo 1997, p. 26.
1 2 ""Secrets of 'The Godfather' Filming Now Revealed"". Atlanta Daily World. June 11, 1972. p. 10.
1 2 Jim and Shirley Rose Higgins (May 7, 1972). ""Movie Fan's Guide to Travel"". Chicago Tribune. p. F22.
↑ Jones 2007, p. 24.
↑ Lebo 1997, p. 132.
↑ ""In search of... The Godfather in Sicily"". The Independent. Independent Digital News and Media Limited. April 26, 2003. Archived from the original on May 11, 2015. Retrieved February 12, 2016."
525,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 3 Jones 2007, p. 30.
↑ ""You Can Stay in the Godfather House for Just $50 a Night"". Town & Country. July 19, 2022. Archived from the original on January 24, 2023. Retrieved January 24, 2023.
↑ Lebo 2005, p. 115.
↑ Cowie 1997, p. 57.
1 2 Lebo 1997, p. 192.
↑ Lebo 1997, p. 192, 194–196.
1 2 Lebo 1997, p. 197.
↑ Lebo 1997, p. 197-198.
↑ Lebo 1997, p. 198.
1 2 3 Phillips 2004, p. 107.
1 2 3 4 5 Welsh, Phillips & Hill 2010, p. 222.
1 2 3 Lebo 1997, p. 191.
↑ Phillips 2004, p. 355."
526,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 3 Lebo 1997, p. 191.
↑ Phillips 2004, p. 355.
↑ ""The Godfather at the opera"". Welsh National Opera.
↑ ""The Godfather (Original Motion Picture Soundtrack)"". Apple. January 1991. Archived from the original on July 20, 2014. Retrieved April 16, 2013.
1 2 Curd, Zach. ""Nino Rota – The Godfather [Original Soundtrack]"". Allmusic. All Media Network. Archived from the original on July 20, 2014. Retrieved July 20, 2014."
527,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Nino Rota – The Godfather [Original Soundtrack]"". Allmusic. All Media Network. Archived from the original on July 20, 2014. Retrieved July 20, 2014.
1 2 ""The Godfather"". Filmtracks. Christian Clemmensen (Filmtracks Publications). October 3, 2009. Archived from the original on July 20, 2014. Retrieved July 20, 2014."
528,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Russell, Stinson (October 22, 2023). ""Bach Goes to Hollywood: The Use of His Music in Motion Pictures"". Oxford Academic. doi:10.1093/oso/9780197680438.003.0005. ISBN 978-0-19-768043-8.{{cite journal}}:  CS1 maint: periodical has ISBN (link)
1 2 3 4 5 6 ""It's Everybody's 'Godfather'"". Variety. March 22, 1972. p. 5. Retrieved December 10, 2023 – via Internet Archive.
↑ Cowie 1997, p. 60.
↑ Lebo 1997, p. 200.
1 2 3 Block & Wilson 2010, pp. 518, 552."
529,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 3 Block & Wilson 2010, pp. 518, 552.
1 2 ""'Godfather' Record $115,000, Toronto; 'Doc' Solid 12G, 'Cowboys' Good $8,500"". Variety. March 22, 1972. p. 16. Retrieved December 10, 2023 – via Internet Archive.
1 2 3 4 ""The Godfather (1972) – Notes"". Turner Classic Movies. Archived from the original on October 29, 2013. Retrieved July 16, 2014.
↑ Lebo 1997, p. 204."
530,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Lebo 1997, p. 204.
↑ Murphy, A.D. (November 13, 1974). ""Frank Yablans Resigns Par Presidency"". Variety. p. 3. Retrieved December 10, 2023 – via Internet Archive.
1 2 Lebo 2005, p. 245.
1 2 ""Hit Movies on U.S. TV Since 1961"". Variety. January 24, 1990. p. 160.
1 2 Lebo 2005, p. 247.
↑ Lebo 2005, p. XIV.
1 2 Duncan, Alice (2015). ""The Godfather Family: A Look Inside (1991)"". Movies & TV Dept. The New York Times. Archived from the original on August 23, 2015. Retrieved July 16, 2014."
531,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 Duncan, Alice (October 9, 2001). ""The Godfather DVD Collection"". Entertainment Weekly. Archived from the original on August 23, 2015. Retrieved July 16, 2014.
1 2 3 4 Snider, Mike (September 23, 2008). ""'Godfather' films finally restored to glory"". USA Today. Archived from the original on July 21, 2014. Retrieved July 15, 2014.
1 2 3 4 5 6 Kaplan, Fred (September 30, 2008). ""Your DVD Player Sleeps With the Fishes"". Slate. Archived from the original on July 21, 2014. Retrieved July 15, 2014."
532,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 3 4 Kehr, Dave (September 22, 2008). ""New DVDs: 'The Godfather: The Coppola Restoration'"". The New York Times. Archived from the original on July 21, 2014. Retrieved July 15, 2014.
1 2 3 Phipps, Keith (October 7, 2008). ""The Godfather: The Coppola Restoration"". The A.V. Club. Onion Inc. Archived from the original on July 21, 2014. Retrieved July 15, 2014."
533,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 Noller, Matt (September 26, 2008). ""The Godfather Collection: The Coppola Restoration"". Slant Magazine. Archived from the original on July 21, 2014. Retrieved July 15, 2014.
↑ ""'The Godfather Trilogy Releasing to 4k, Finally"". January 13, 2022. Archived from the original on November 25, 2022. Retrieved March 14, 2022.
1 2 3 Frederick, Robert B. (January 3, 1973). ""'Godfather': & Rest of Pack"". Variety. p. 7. Retrieved December 10, 2023 – via Internet Archive."
534,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Unprecedented boxoffice! (advert)"". Variety. March 22, 1972. p. 11. Retrieved December 10, 2023 – via Internet Archive.
↑ ""50 Top-Grossing Films"". Variety. March 29, 1972. p. 21. Retrieved December 10, 2023 – via Internet Archive.
↑ ""'Godfather' B.O. $7,397,164"". Daily Variety. March 30, 1972. p. 1.
↑ ""The Godfather is now a phenomenon (advert)"". Variety. April 5, 1972. pp. 12–13. Retrieved December 10, 2023 – via Internet Archive."
535,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Green, Abel (April 5, 1972). ""'Godfather': Boon To All Pix"". Variety. p. 3. Retrieved December 10, 2023 – via Internet Archive.
↑ ""'Godfather' B.O. Beyond $26 Mil"". Daily Variety. April 11, 1972. p. 1.
↑ ""'Godfather-Part II' Preems March 24, '74"". Variety. August 2, 1972. p. 1. Retrieved December 10, 2023 – via Internet Archive.
↑ ""Motion Picture History Has Been Made (advertisement)"". Variety. August 2, 1972. p. 10. Retrieved December 10, 2023 – via Internet Archive."
536,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Robert Wise – The Sound of Music (1965)"". American Film Institute. Archived from the original on November 4, 2015. Retrieved November 20, 2012.
↑ ""50 Top-Grossing Films"". Variety. September 6, 1972. p. 11. Retrieved December 10, 2023 – via Internet Archive.
↑ ""50 Top-Grossing Films"". Variety. September 27, 1972. p. 9. Retrieved December 10, 2023 – via Internet Archive.
↑ Wedman, Len (January 24, 1973). ""Birth of a Nation classic proves it's still fantastic"". The Vancouver Sun. p. 39."
537,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Godfather 1 all-time earner"". The Gazette. Montreal. Reuters. January 9, 1975. p. 21.
↑ ""The Godfather (Re-issue) (1997)"". Box Office Mojo. Archived from the original on March 21, 2013. Retrieved November 20, 2012. North America:$1,267,490
↑ Dirks, Tim. ""Top Films of All-Time: Part 1 – Box-Office Blockbusters"". AMC Filmsite.org. Archived from the original on October 14, 2013. Retrieved May 31, 2012."
538,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Jacobs, Diane (1980). Hollywood Renaissance. Dell Publishing. p. 115. ISBN 978-0-440-53382-5. Archived from the original on June 5, 2019. Retrieved August 6, 2019. The Godfather catapulted Coppola to overnight celebrity, earning three Academy Awards and a then record-breaking $142 million in worldwide sales
↑ ""All Time Box Office Adjusted for Ticket Price Inflation"". Box Office Mojo. Archived from the original on May 4, 2009. Retrieved November 20, 2012."
539,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""The Mafia in Popular Culture"". History. A&E Television Networks. 2009. Archived from the original on July 17, 2014. Retrieved July 16, 2014.
↑ ""The Godfather (1972)"". Rotten Tomatoes. Fandango Media. Archived from the original on July 22, 2019. Retrieved April 1, 2023.
↑ ""The Godfather (1972)"". Metacritic. CBS Interactive. Archived from the original on September 29, 2017. Retrieved July 19, 2019."
540,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 Sarris, Andrew (March 16, 1972). ""Films in Focus"". The Village Voice. Village Voice, LLC. Archived from the original on October 24, 2013. Retrieved January 1, 2014.
↑ Kael, Pauline (March 10, 1972). ""Alchemy"". The New Yorker. Archived from the original on June 22, 2021. Retrieved July 5, 2021.
↑ ""Ebert's 10 Best Lists: 1967–present"". Chicago Sun-Times. Archived from the original on September 8, 2006."
541,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Ebert, Roger (March 23, 1972). ""The Godfather"". Chicago Sun-Times. Archived from the original on July 19, 2014. Retrieved January 1, 2014.
↑ Siskel, Gene (October 15, 1999). ""The Movie Reviews"". Chicago Tribune. Archived from the original on July 1, 2014. Retrieved August 23, 2015.
↑ Howe, Desson (March 21, 1997). ""'Godfather': Offer Accepted"". The Washington Post. Archived from the original on July 20, 2014. Retrieved January 1, 2014."
542,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Canby, Vincent (March 16, 1972). ""'Godfather': Offer Accepted"". The New York Times. Archived from the original on July 20, 2014. Retrieved January 1, 2014.
↑ Canby, Vincent (March 16, 1972). ""Moving and Brutal 'Godfather' Bows"". The New York Times. Archived from the original on November 16, 2018. Retrieved November 4, 2018."
543,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Wrigley, Nick (February 14, 2014). ""Stanley Kubrick, cinephile – redux"". BFI. British Film Institute. Archived from the original on July 16, 2014. Retrieved June 1, 2014.
↑ ""Steven Spielberg named his 20 favourite movies of all time"". October 31, 2022. Archived from the original on October 17, 2023. Retrieved October 7, 2023."
544,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Kauffmann, Stanley (April 1, 1972). """"The Godfather"" and the Decline of Marlon Brando"". The New Republic. Archived from the original on March 20, 2017. Retrieved March 20, 2017.
1 2 De Stefano 2006, p. 68.
↑ De Stefano 2006, p. 119.
↑ De Stefano 2006, p. 180.
↑ Podhoretz, John (March 26, 2012). ""Forty Years On: Why 'The Godfather' is a classic, destined to endure"". The Weekly Standard., p. 39."
545,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Ebert, Roger (July 18, 2010). ""Whole Lotta Cantin' Going On"". Archived from the original on June 2, 2013. Retrieved June 25, 2013.
↑ Ebert, Roger (March 16, 1997). ""Great Movies: The Godfather"".
↑ ""The 30th Annual Golden Globe Awards (1973)"". HFPA. Hollywood Foreign Press Association. Archived from the original on July 17, 2014. Retrieved July 15, 2014."
546,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 ""'Godfather' Wins Four Globe Awards"". The Telegraph. Associated Press. January 30, 1973. p. 20. Archived from the original on November 14, 2020. Retrieved July 15, 2014.
↑ ""Ruth Bizzi Cited By Golden Globes"". The Age. Associated Press. February 1, 1973. p. 14. Archived from the original on November 14, 2020. Retrieved July 15, 2014."
547,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 ""Roberta Flack Is Big Winner in Awarding Of 'Grammys'"". Sarasota Herald-Tribune. Associated Press. March 5, 1973. p. 11–A. Archived from the original on November 21, 2018. Retrieved July 15, 2014.
1 2 Edward W. Coker Jr. (March 9, 1973). ""Roberta Flack Is Big Winner in Awarding Of 'Grammys'"". The Spokesman-Review. Archived from the original on November 21, 2018. Retrieved July 15, 2014."
548,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 Russell, Bruce (February 13, 1973). ""'Godfather' Gets 11 Oscar Nominations"". Toledo Blade. Reuters. p. P-2. Archived from the original on November 14, 2020. Retrieved September 2, 2014.
1 2 ""Godfather Gets 11 Oscar Nominations"". The Michigan Daily. United Press International. February 14, 1971. p. 3. Archived from the original on November 14, 2020. Retrieved July 15, 2014."
549,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 ""The 45th Academy Awards (1973) Nominees and Winners"". Oscars. Academy of Motion Picture Arts and Sciences. Archived from the original on July 17, 2014. Retrieved July 16, 2014.
↑ ""'Godfather' Song Used Before"". Daytona Beach Morning Star. Associated Press. March 2, 1973. p. 10. Archived from the original on November 21, 2018. Retrieved July 15, 2014."
550,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Godfather, Superfly music out of Oscars"". The Montreal Gazette. Associated Press. March 7, 1973. p. 37. Archived from the original on November 21, 2018. Retrieved July 16, 2014.
1 2 Tapley, Kris (January 21, 2008). ""Jonny Greenwood's 'Blood' score disqualified by AM-PAS"". Variety. Archived from the original on June 25, 2009. Retrieved March 4, 2010.
↑ ""100 Years of Paramount: Academy Awards"". Paramount Pictures. Archived from the original on June 4, 2013. Retrieved June 16, 2013."
551,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""The Godfather"". The Val d'Or Star. October 26, 1977. p. 2. Archived from the original on November 14, 2020. Retrieved July 15, 2014.
↑ ""Brando Expected To Skip Oscar Award Rites"". The Morning Record. Associated Press. March 26, 1973. p. 7. Archived from the original on November 21, 2018. Retrieved July 16, 2014.
1 2 ""Brando Rejects Oscar Award"". The Age. March 29, 1973. p. 10. Archived from the original on November 21, 2018. Retrieved July 15, 2014."
552,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 ""Brando snubs Hollywood, rejects Oscar"". The Montreal Gazette. Gazette. March 28, 1973. p. 1. Archived from the original on January 4, 2021. Retrieved July 15, 2014 – via Google News.
↑ ""Only the most talented actors have the nerve to tackle roles that push them to their physical and mental limits"". The Irish Independent. November 26, 2011. Archived from the original on November 29, 2011. Retrieved December 6, 2011.
↑ Grobel; p. xxi"
553,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Grobel; p. xxi
↑ Reporter, Lottie McGrath Freelance News (October 26, 2024). ""Al Pacino sets record straight on why he ""didn't show up"" to Oscars"". Newsweek. Retrieved November 21, 2024.
↑ ""BAFTA Awards Search"". British Academy of Film and Television Arts. Archived from the original on July 17, 2014. Retrieved July 15, 2014."
554,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Rudy Obias (February 23, 2019), 9 Oscar Nominations That Were Revoked""Composer Nino Rota was also nominated for Best Original Dramatic Score, but the accolade was later revoked when the Academy learned that Rota used some of his own score from the 1958 Italian comedy Fortunella in The Godfather. Two years later, Rota won an Academy Award for his work on The Godfather: Part II."""
555,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Previous Nominees & Winners"". The Writers Guilds Awards. Writers Guild of America. Archived from the original on March 7, 2016. Retrieved March 13, 2018.
↑ ""AFI's 100 Years...100 Movies"" (PDF). American Film Institute. Archived from the original (PDF) on April 12, 2019. Retrieved November 14, 2014.
↑ ""AFI's 100 Years...100 Thrills"" (PDF). American Film Institute. Archived from the original (PDF) on March 28, 2014. Retrieved November 14, 2014."
556,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""AFI's 100 Years...100 Movie Quotes"" (PDF). American Film Institute. Archived from the original (PDF) on March 13, 2011. Retrieved November 14, 2014.
↑ ""AFI's 100 Years of Film Scores"" (PDF). American Film Institute. Archived from the original (PDF) on August 3, 2016. Retrieved November 14, 2014.
↑ ""AFI's 100 Years...100 Movies (10th Anniversary Edition)"" (PDF). American Film Institute. Archived from the original (PDF) on June 6, 2013. Retrieved November 14, 2014."
557,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""AFI's 10 Top 10: Top 10 Gangster"". American Film Institute. Archived from the original on November 18, 2016. Retrieved November 14, 2014.
↑ ""Films Selected to The National Film Registry, 1989–2010"". National Film Preservation Board. Library of Congress. Archived from the original on April 7, 2014. Retrieved March 12, 2012.
↑ ""The Sight & Sound Top Ten Poll 1992"". thependragonsociety. September 24, 2017. Archived from the original on December 3, 2022. Retrieved April 5, 2021."
558,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Top 100 Films (Readers)"". AMC Filmsite.org. American Movie Classics Company. Archived from the original on July 18, 2014. Retrieved August 17, 2010.
↑ ""Take One: The First Annual Village Voice Film Critics' Poll"". The Village Voice. 1999. Archived from the original on August 26, 2007. Retrieved July 27, 2006.
↑ Burr, Ty (1999). The 100 Greatest Movies of All Time. Time-Life Books. ISBN 978-1-883013-68-4."
559,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Entertainment Weekly's 100 Greatest Movies of All Time"". AMC Filmsite.org. American Movie Classics Company. Archived from the original on March 31, 2014. Retrieved August 17, 2010.
↑ ""Entertainment Weekly's 100 Greatest Movies of All Time"". Harris County Public Library. The Harris County Public Library. May 12, 2009. Archived from the original on January 11, 2012. Retrieved August 17, 2010."
560,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Sight & Sound Top Ten Poll 2002 – The Directors' Top Ten Films"". British Film Institute. Archived from the original on October 7, 2014. Retrieved April 6, 2014.
↑ ""Sight & Sound Top Ten Poll 2002 – The Critics' Top Ten Films"". British Film Institute. Archived from the original on April 7, 2014. Retrieved April 6, 2014.
↑ ""Film Four's 100 Greatest Films of All Time"". AMC Filmsite.org. American Movie Classics Company. Archived from the original on March 31, 2014. Retrieved August 17, 2010."
561,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Carr, Jay (2002). The A List: The National Society of Film Critics' 100 Essential Films. Da Capo Press. p. 81. ISBN 978-0-306-81096-1. Retrieved July 27, 2012.
↑ ""100 Essential Films by The National Society of Film Critics"". filmsite.org. Archived from the original on July 16, 2021. Retrieved July 16, 2021.
↑ ""All-TIME 100 Movies"". Time. March 14, 2012. Archived from the original on July 17, 2014. Retrieved January 2, 2014."
562,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""That Old Feeling: Secrets of the All-Time 100"". Time. October 3, 2011. Archived from the original on July 14, 2014. Retrieved January 2, 2014.
↑ ""101 Greatest Screenplays"". Writers Guild of America West. Archived from the original on March 28, 2014. Retrieved July 18, 2014.
↑ ""Empire's The 500 Greatest Movies of All Time"". Empire. Archived from the original on July 8, 2014. Retrieved August 17, 2010."
563,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""Cahiers du cinéma's 100 Greatest Films"". November 23, 2008. Archived from the original on July 16, 2018. Retrieved May 12, 2021.
↑ ""「オールタイム・ベスト 映画遺産200」全ランキング公開"". Kinema Junpo. Archived from the original on May 1, 2010.
↑ ""The Godfather: No 15 best arthouse film of all time"". theguardian. October 20, 2010. Archived from the original on May 10, 2021. Retrieved May 7, 2021."
564,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ The 75 Best Edited Films. Editors Guild Magazine via Internet Archive. Volume 1, Issue 3. Published May 2012. Retrieved June 17, 2017.
↑ ""Critics' Top 100"". Sight & Sound. British Film Institute. 2012. Archived from the original on February 7, 2016. Retrieved March 19, 2021.
↑ ""Directors' Top 100"". Sight & Sound. British Film Institute. 2012. Archived from the original on February 9, 2016. Retrieved March 19, 2021."
565,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""The 100 Greatest Films of All Time"". Sight & Sound. BFI. Archived from the original on March 18, 2021. Retrieved March 23, 2020.
1 2 ""Hollywood's 100 Favorite Films"". The Hollywood Reporter. June 25, 2014. Archived from the original on December 21, 2014. Retrieved July 3, 2014.
↑ ""100 Greatest American Films"". BBC. July 20, 2015. Archived from the original on September 16, 2016. Retrieved July 21, 2015.
↑ ""The Godfather (1972)"". British Film Institute."
566,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""The Godfather (1972)"". British Film Institute.
↑ Sterritt., David (March 4, 2005). ""An Offer Hollywood Can't Refuse"". CBS News. Archived from the original on December 20, 2007.
↑ ""Film Study 2015"". Italic Institute of America. Archived from the original on April 26, 2016. Retrieved April 30, 2016.
↑ ""Italic Institute of America: Film Study 2015 : A Century of Little Progress (1914–2014)"" (PDF). Italic.org. Archived (PDF) from the original on February 16, 2022. Retrieved March 4, 2022."
567,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""The Godfather: A Cultural Phenomenon"". University of Pennsylvania. 2005. Archived from the original on October 7, 2008.
↑ Gambino, Megan (January 31, 2012). ""What is The Godfather Effect?"". Smithsonian. Archived from the original on April 23, 2013. Retrieved May 18, 2013.
↑ ""AFI's 100 Years... 100 Movie Quotes"". American Film Institute. Archived from the original on July 2, 2014. Retrieved July 13, 2026."
568,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""(Father Goriot, page 104 in Chapter 1); ""Dans ces conjonctures, je vais vous faire une proposition que personne ne refuserait. Honoré de Balzac, Œuvres complètes de H. de Balzac (1834), Calmann-Lévy, 1910 (Le Père Goriot, II. L'entrée dans le monde, pp. 110–196); viewed 10-2-2014"". Archived from the original on February 22, 2014. Retrieved March 22, 2014."
569,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Hughes, Howard (2007). Stagecoach to Tombstone: The Filmgoers' Guide to the Great Westerns. I.B. Tauris & Co Ltd. ISBN 978-0-85771-701-6. Archived from the original on January 4, 2021. Retrieved October 15, 2020.
↑ Sifakis, Carl (1987). The Mafia Encyclopedia. New York City: Facts on File. ISBN 978-0-8160-1856-7.
↑ De Stefano 2006, p. 114."
570,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ De Stefano 2006, p. 114.
↑ Smith, John L. (July 7, 2004). ""In mob world, life often imitates art of Marlon Brando's 'Godfather'"". Las Vegas Review-Journal. Archived from the original on January 25, 2011. Retrieved December 7, 2010.
↑ Rome, Tom Kington (February 11, 2025). ""Arrested mafia bosses urged recruits to learn from The Godfather"". The Times. Retrieved February 12, 2025."
571,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ ""12 times The Godfather was referenced in TV shows and movies"". digitalspy. March 24, 2016. Archived from the original on April 7, 2021. Retrieved April 4, 2021.
↑ Collis, Clark (March 2, 2002). ""Top five John Belushi moments"". The Daily Telegraph. Archived from the original on April 16, 2012. Retrieved July 15, 2014.
↑ Reardon, Jim (2004). The Simpsons Season 4 DVD commentary for the episode ""Mr. Plow"" (DVD). 20th Century Fox."
572,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Loughrey, Clarisse (February 11, 2016). ""The Simpsons' film parodies seen side-by-side with their references"". The Independent. Archived from the original on January 16, 2017. Retrieved January 14, 2017.
↑ ""The Godfather References in The Simpsons"". YouTube. August 27, 2018. Archived from the original on September 12, 2020.
↑ ""Modern Family: ""Fulgencio"""". The A.V. Club. January 24, 2013. Archived from the original on November 16, 2019. Retrieved May 2, 2020."
573,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Slagle, Matt (March 31, 2006). ""'Godfather' is the offer you can't refuse"". The Victoria Advocate. p. 13E. Archived from the original on January 4, 2021. Retrieved July 15, 2014.
↑ Godinez, Victor (March 31, 2006). ""Game Reviews"". The Victoria Advocate. p. 13E. Archived from the original on January 4, 2021. Retrieved July 15, 2014."
574,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"1 2 Slagle, Matt (May 20, 2005). ""Gameplay makes certain titles rock"". Gadsden Times. p. C4. Archived from the original on January 4, 2021. Retrieved July 15, 2014.
↑ """"Coppola Angry over Godfather Video Game"", April 8, 2005"". Showbiz Data. Archived from the original on April 10, 2006. Retrieved June 1, 2026."
575,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Petski, Denise (January 11, 2022). ""'The Offer': Making Of 'The Godfather' Series Gets Premiere Date On Paramount+"". Deadline. Archived from the original on May 4, 2022. Retrieved May 8, 2022.
↑ """"Every Reference and Easter Egg in the 'Barbie' Movie, Explained"", July 26, 2023"". July 26, 2023. Archived from the original on July 30, 2023. Retrieved July 30, 2023."
576,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"↑ Tinoco, Armando (January 1, 2025). ""Seth MacFarlane Explains Origins Of 'Family Guy' Meme Of 'The Godfather' & ""It Insists Upon Itself"" Quote"". deadline.com. Retrieved January 9, 2026."
577,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,Bibliography[edit]
578,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Block, Alex Ben; Wilson, Lucy Autrey (2010). George Lucas's Blockbusting: A Decade-by-Decade Survey of Timeless Movies Including Untold Secrets of Their Financial and Cultural Success. New York, New York: HarperCollins. ISBN 978-0-06-177889-6. Archived from the original on December 18, 2019. Retrieved August 6, 2019."
579,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Browne, Nick (1999). ""Fearful A-Symmetries: Violence as History in the Godfather Films"". In Browne, Nick (ed.). Francis Ford Coppola's The Godfather Trilogy (PDF). Cambridge University Press. doi:10.1017/CBO9781139172912.002. Archived from the original (PDF) on March 2, 2022. Retrieved March 2, 2022.
Coppola, Francis F (2016). The Godfather Notebook. Regan Arts. ISBN 978-1-68245-074-1.
Cowie, Peter (1997). The Godfather Book. London, England: Faber and Faber Limited. ISBN 978-0-571-19011-9."
580,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"De Stefano, George (2006). ""Chapter 4: Don Corleone Was My Godfather"". An Offer We Can't Refuse: The Mafia in the Mind of America. New York: Faber and Faber. pp. 94–135. ISBN 978-0-571-21157-9. OCLC 60420173. Archived from the original on June 27, 2014. Retrieved January 26, 2013.
Gelmis, Joseph (August 23, 1971). ""Merciful Heavens, Is This The End of Don Corleone?"". New York. 4 (34). ISSN 0028-7369. Archived from the original on September 21, 2014. Retrieved July 16, 2014."
581,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Jones, Jenny M. (2007). The Annotated Godfather: The Complete Screenplay. New York, New York: Black Dog & Leventhal. ISBN 978-1-57912-739-8. Archived from the original on October 25, 2015. Retrieved July 15, 2014.
Lebo, Harlan (1997). The Godfather Legacy: The Untold Story of the Making of the Classic Godfather Trilogy. London, England: Simon & Schuster. ISBN 978-0-684-83647-8. Archived from the original on June 5, 2020. Retrieved September 26, 2016."
582,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Lebo, Harlan (2005). The Godfather Legacy: The Untold Story of the Making of the Classic Godfather Trilogy Featuring Never-Before-Published Production Stills. London, England: Simon & Schuster. ISBN 978-0-7432-8777-7. Archived from the original on November 9, 2015. Retrieved July 15, 2014."
583,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Phillips, Gene D. (2004). Godfather: The Intimate Francis Ford Coppola. Lexington, Kentucky: University Press of Kentucky. ISBN 978-0-8131-4671-3. Archived from the original on June 29, 2020. Retrieved July 15, 2014.
Santopietro, Tom (2012). The Godfather Effect: Changing Hollywood, America, and Me. New York, New York: Thomas Dunne Books. ISBN 978-1-250-00513-7. Archived from the original on June 10, 2014. Retrieved July 15, 2014."
584,The Godfather,https://en.wikipedia.org/wiki/The_Godfather,"Stanley, Timothy (2014). Citizen Hollywood: How the Collaboration Between LA and DC Revolutionized American Politics. New York, New York: Thomas Dunne Books. ISBN 978-1-250-03249-2. Archived from the original on November 20, 2015. Retrieved July 15, 2014."
